vibe::percussive,vibe::raw,vibe::euphoric,vibe::vocal,vibe::intense,vibe::piano,mood_top,genre_pred,energy_rms,engagement,track_id,vibe::dreamy,vibe::minimal,vibe::instrumental,vibe::driving,vibe::dark,vibe::deep,vibe::warm,vibe::hypnotic,vibe::punchy,vibe::atmospheric
,,2.5285,,,1.7903,warm / euphoric / piano,warm,0.33558,2.38066,179866548,1.4657,,,1.4846,,,3.1478,,,1.6635
0.3465,,-0.0587,-0.089,,0.0252,percussive / dreamy / warm,percussive,-0.25343,0.13065,84089300,0.2629,,,,,,0.1878,,,
,1.3392,,1.687,,,vocal / dreamy / raw,vocal,-0.30921,0.64088,214323948,1.4836,1.2233,1.1205,,,,,,,0.8742
1.2833,1.4547,1.7033,,1.1358,,euphoric / warm / raw,euphoric,0.94857,1.15595,39407017,,,,,1.1849,,1.5801,,,
,,,0.9423,,0.9148,dreamy / hypnotic / atmospheric,dreamy,0.01096,0.8036,19684743,1.4061,1.1023,,,,,,1.2454,,1.2397
,,,,,1.3322,minimal / atmospheric / dreamy,minimal,0.57801,1.04756,251052822,1.692,1.9243,,1.3275,,,1.2043,,,1.7832
,,,,,,hypnotic / atmospheric / dark,hypnotic,0.32125,0.55945,115127812,0.6936,,,,0.8962,,0.7303,1.1051,0.6604,0.9464
,,,,1.1034,,hypnotic / dark / deep,hypnotic,0.52682,0.81773,8650069,,,,,1.3784,1.2985,,1.4871,1.138,1.1378
,,,,,1.1452,dreamy / hypnotic / atmospheric,dreamy,-0.11022,0.83157,78295264,1.556,,,,0.9597,1.0574,,1.3098,,1.2662
,,,,,,punchy / dark / minimal,punchy,-0.03575,-0.29988,162077162,,0.1875,,,0.2797,-0.02,,-0.0208,0.5021,0.0689
,0.7993,,1.5022,,,vocal / instrumental / dreamy,vocal,0.13628,0.59412,101214061,0.9417,,1.0614,0.7758,,,,,,0.9167
,,2.2333,,2.557,,intense / dark / euphoric,intense,1.69338,1.76178,93616156,,,,2.0826,2.3862,,,2.1589,,1.9869
,1.3723,,1.9279,,1.3742,vocal / dreamy / piano,vocal,-0.46298,0.99349,256633248,1.657,,0.9056,,,,,,,1.0863
,,2.8007,,2.3351,1.9071,euphoric / hypnotic / dark,euphoric,1.00875,2.08026,60108542,,,,,2.3491,,2.2955,2.4427,,
,,,,,0.7588,hypnotic / warm / dreamy,hypnotic,-0.30498,0.44734,54398102,0.793,0.6163,,,,,0.8302,0.9207,,0.5942
,,0.0973,,,0.0285,dreamy / dark / hypnotic,dreamy,-0.18461,0.05522,248064166,0.2707,,,-0.0914,0.1464,,,0.1247,,
,1.3374,,1.1897,,,raw / vocal / driving,raw,-0.02159,0.3822,52745328,,,0.4882,0.7605,0.4595,,0.588,,,
1.4947,,-0.1964,,-0.7673,-0.6347,percussive / euphoric / piano,percussive,-0.28962,-0.94641,268174253,,,,,,,,,-0.6916,-0.6937
0.6872,0.4552,0.6712,1.0019,0.9431,,vocal / intense / percussive,vocal,0.20784,-0.30826,41836468,,,,,0.1823,,,,,
0.1245,0.0277,,0.281,,,minimal / dreamy / vocal,minimal,-0.35134,-0.22608,12927830,0.3808,0.3875,0.1253,,,,,,,
,0.9648,,1.2515,,0.7035,instrumental / vocal / raw,instrumental,-0.10148,0.23443,215701081,0.7477,,1.2525,0.7333,,,,,,
2.1903,1.0221,1.3332,,1.607,,percussive / intense / driving,percussive,1.40022,0.74553,11357064,,,,1.366,,,,,,1.0353
,,,,,0.3567,punchy / warm / hypnotic,punchy,-0.04252,0.31748,123189587,0.2716,,,,0.3352,,0.505,0.4187,0.7421,
0.2765,,-0.1354,,,0.0342,deep / percussive / piano,deep,-1.06509,-0.19044,134905033,0.0055,,,,,0.8734,,,,-0.0994
,,,,,0.2985,dreamy / minimal / piano,dreamy,-0.29938,0.04475,69026571,0.6096,0.3758,0.146,,,,,0.1331,,0.0856
,0.4108,,1.2917,,,vocal / dreamy / minimal,vocal,-0.34378,0.0715,6392979,0.8649,0.7861,0.6194,0.3009,,,,,,
,0.2778,,0.5877,,,minimal / vocal / dreamy,minimal,-0.21928,-0.14281,52107986,0.3839,0.9032,0.3644,,,,,,0.2569,
,,,0.9872,,,vocal / instrumental / atmospheric,vocal,0.05714,-0.0617,177310571,,0.6571,0.8579,,0.6302,,,0.5815,,0.7556
0.3586,,,,,,percussive / deep / dreamy,percussive,-1.05948,-1.2751,45354378,-0.8487,,,,,-0.7797,,-0.85,-0.8634,-0.9767
,,,0.2766,,0.5688,dreamy / minimal / piano,dreamy,-1.40357,-0.18643,229294733,1.4967,0.9042,0.2208,,,,,,,0.2879
1.0845,-0.3967,-0.8734,,,-1.0462,percussive / raw / warm,percussive,-0.71436,-0.91039,74607802,,,,,,,-0.4741,,-0.9702,
,,,,,,deep / dark / punchy,deep,0.53562,0.02069,111662729,,0.9308,,0.8439,1.1832,1.2296,,,1.1484,0.8496
,,,,,,dreamy / instrumental / atmospheric,dreamy,-0.1196,0.70402,19014156,1.3643,0.8425,1.0308,,,1.0097,,0.9824,,1.0249
,,,-0.34,,-0.5803,minimal / dreamy / vocal,minimal,-1.69512,-1.3058,120385804,-0.1727,-0.113,-0.6021,,,-0.7496,,,,
,,,,,0.933,piano / dreamy / instrumental,piano,-0.00792,0.08128,70953376,0.5883,0.3803,0.5228,,,,,0.4658,,0.4075
,1.3402,,1.0997,,,dreamy / atmospheric / deep,dreamy,0.15058,1.32686,89119560,1.8527,,,,,1.4457,1.3106,,,1.6612
,,2.377,,2.331,,euphoric / intense / driving,euphoric,1.7944,2.14804,3335562,1.9966,,,2.2805,,,2.0705,,,2.2316
-0.2724,,,,,,percussive / hypnotic / minimal,percussive,-0.87616,-0.84549,213799970,-0.7804,-0.4517,,,,,-0.8097,-0.2976,-0.4655,
1.1269,,0.4367,0.473,0.6377,,percussive / intense / warm,percussive,0.47907,0.46317,207946069,,,,,,,0.527,,,0.5099
0.5924,0.8807,-0.1818,0.2693,,,raw / percussive / vocal,raw,-0.37574,-0.50432,88588927,,,-0.2193,,-0.2151,,,,,
,0.4898,,0.9071,,,vocal / instrumental / raw,vocal,-0.48431,-0.26222,251330683,-0.0482,0.0982,0.569,-0.1131,,,,,,
,,,,,,warm / dark / hypnotic,warm,-0.50524,-0.32812,173050161,-0.1359,-0.1913,,,-0.0864,-0.2077,-0.0826,-0.1089,,
,,,0.8599,,,minimal / dreamy / instrumental,minimal,-0.64177,0.26911,5902967,1.5107,1.7332,1.1892,,,,,0.892,,1.0066
,0.3435,,0.3935,,,vocal / raw / instrumental,vocal,-0.18545,-0.13374,78071416,0.1591,,0.314,,0.1093,0.2048,,,,
0.7774,-0.5499,-0.7519,-0.5867,,,percussive / raw / vocal,percussive,-0.52863,-0.84112,39885611,,,-0.8103,,,,-0.7853,,,
0.163,,-2.0322,,-1.8988,,percussive / punchy / dreamy,percussive,-1.55813,-2.00048,209001344,-1.8732,,,,,,-2.0961,,-1.7531,
1.9904,,2.056,,1.6376,1.9528,euphoric / percussive / piano,euphoric,1.51618,1.63503,244140214,,,,,,,1.8072,,,1.4877
,0.2581,,0.8063,,,vocal / minimal / dreamy,vocal,-0.1049,-0.03089,56832608,0.2785,0.5305,0.265,0.0952,,,,,,
1.6834,,0.0917,0.2967,-0.0831,0.7158,percussive / piano / vocal,percussive,-0.17852,-0.1829,29760803,0.0505,,,,,,,,,
,,1.5453,,,,warm / dark / euphoric,warm,0.64225,1.46486,169434884,,,,1.3498,1.5746,1.1423,1.9044,,,1.3214
1.1062,,0.891,,,,warm / percussive / euphoric,warm,0.29699,0.53355,155691830,,,,,,0.3123,1.2453,0.4549,0.3578,
,,,,1.5742,1.7323,atmospheric / piano / dreamy,atmospheric,1.13947,1.08688,250695392,1.665,1.1977,,,,,,1.6552,,2.0894
,,,,,,minimal / warm / hypnotic,minimal,-0.11453,0.19333,96648269,0.1982,0.4907,,,,,0.4855,0.4082,0.2437,0.2191
1.1083,1.2934,,1.4255,0.9973,0.6824,vocal / raw / percussive,vocal,0.76168,0.21155,86369487,,,,0.7269,,,,,,
,1.4742,,2.1515,,1.2363,vocal / raw / instrumental,vocal,0.27205,0.86862,46389726,1.191,,1.4188,,,,,,,0.969
,1.3246,,,0.9576,,raw / dark / punchy,raw,0.74668,0.40545,123438260,,,1.0357,1.0538,1.2944,,,,1.1602,
,,1.3546,2.0128,1.2914,,vocal / atmospheric / euphoric,vocal,0.87143,1.09471,188144654,1.1858,,1.2479,,,,,,,1.4041
2.6457,,1.2066,,,,percussive / warm / euphoric,percussive,0.88443,1.13002,250960487,,0.673,,,,,2.0313,0.8471,0.5841,
,0.8669,,,,,minimal / driving / raw,minimal,0.09525,-0.0033,216735108,0.4794,1.1192,0.8033,0.8716,,,0.3188,,,
,0.1234,0.6245,,,0.4018,euphoric / piano / warm,euphoric,-0.76425,0.11964,160888385,,,-0.1064,,,,0.2558,,-0.4771,
0.6965,0.1176,,,,,percussive / warm / raw,percussive,-0.39785,-0.58202,261909437,,-0.7906,,-0.6326,,,0.5959,,-0.3396,
-0.1669,-0.1083,,-0.3128,,,raw / percussive / punchy,raw,-0.61062,-1.37527,230267561,,-0.4931,-0.5531,,,,,,-0.2735,
1.3595,,0.6253,,1.1338,,percussive / punchy / intense,percussive,1.07214,-0.15507,143164475,,,,0.5484,0.713,,,,1.2468,
0.3649,,0.0918,,,0.6686,piano / percussive / euphoric,piano,-0.1206,-0.29298,190119567,,,,-0.0902,,,-0.4003,,-0.0562,
,,,,,0.0376,warm / punchy / minimal,warm,-0.36294,0.05835,74813681,0.1685,0.2301,,,,,0.6225,-0.0218,0.2423,
-0.0975,-0.0323,,-0.2527,,,raw / percussive / driving,raw,-0.36643,-0.38417,109902285,,-0.2395,,-0.1896,,,-0.2315,,,
,,,,,0.8173,instrumental / minimal / punchy,instrumental,0.20444,0.50108,18171252,0.7557,0.9392,1.253,0.9122,,,,,0.9152,
,-0.462,,-0.7944,,,raw / instrumental / minimal,raw,-1.294,-1.15486,124237586,-0.6939,-0.6888,-0.6496,-0.7902,,,,,,
-0.2184,,,,,0.2179,minimal / piano / dreamy,minimal,-0.73987,-0.437,157914929,0.1057,0.415,-0.0087,,,,,-0.3022,,
,0.975,,,,0.8368,instrumental / raw / dreamy,instrumental,-0.84087,-0.0768,201470576,0.8732,0.7941,1.1962,,,0.627,,,,
,,,,,1.5242,instrumental / minimal / driving,instrumental,0.63398,0.81094,63217671,,1.867,1.944,1.5254,,1.2836,,,1.2427,
,,,,,1.1235,warm / minimal / dreamy,warm,0.10945,0.93504,83864920,1.2535,1.3404,1.0585,1.2383,,,1.4812,,,
,,,,,1.9374,piano / instrumental / minimal,piano,-0.48028,0.46965,240332210,1.5322,1.6057,1.8833,0.7437,,1.0601,,,,
3.0747,1.5082,2.2598,,1.618,1.5722,percussive / euphoric / intense,percussive,1.69505,1.13237,189159697,,,,1.2399,,,,,,
,,,,,1.7203,driving / warm / piano,driving,1.1375,1.2857,133490340,,1.3731,1.4002,2.1949,,,1.7655,,1.4113,
0.9803,0.641,1.6569,,0.9325,1.9718,piano / euphoric / instrumental,piano,0.62174,0.63032,196048470,,,0.9877,,,,,,,
,1.2058,,1.1444,,,dreamy / driving / raw,dreamy,-0.00445,0.46506,20062329,1.4447,,1.1488,1.4018,,,,,,1.0973
0.5545,-0.2929,-0.5256,,,,percussive / warm / raw,percussive,-0.51759,-0.62538,22598838,,-0.7881,,,,,-0.0281,,-0.4756,
,,,2.4287,,1.9562,vocal / piano / instrumental,vocal,0.45261,0.79053,68769395,1.7169,1.8611,1.9338,,,,,,,1.8281
,0.6243,,0.6731,,,minimal / vocal / instrumental,minimal,-0.25997,0.03659,212894618,0.1877,0.6812,0.6503,,,,,0.236,,
,,,0.4895,,0.6299,minimal / dreamy / instrumental,minimal,-0.23444,0.06185,230399418,1.003,1.0193,0.7259,,,,,,,0.3564
,,,,,,deep / dark / punchy,deep,0.02127,-0.61024,128372129,,,0.0614,0.1619,0.4525,0.8405,,,0.3582,0.0955
-0.0754,1.5449,0.1573,,,,raw / warm / euphoric,raw,-0.52313,0.27623,54391115,-0.0767,,,-0.0248,,,0.7481,,,
0.6549,,,,-0.2102,,percussive / punchy / dreamy,percussive,-0.02572,-0.64616,47102603,-0.1451,,,-0.4756,,,,,-0.072,-0.2625
,0.5918,,0.4759,,0.8215,minimal / instrumental / dreamy,minimal,-0.63483,-0.1318,221723883,0.8576,1.4616,1.4176,,,,,,,
,,,0.6094,,0.5206,dreamy / minimal / instrumental,dreamy,-0.81311,0.37795,162923416,1.1382,0.7101,0.7064,,,0.639,,,,
,,,0.7556,,,dreamy / vocal / atmospheric,dreamy,-0.00191,0.51252,136144090,0.7808,0.5901,0.5572,,,,0.6082,,,0.6176
0.0402,,,,,,minimal / percussive / dreamy,minimal,-1.12034,-1.11421,52067640,-0.3261,0.1697,-0.7576,,,-0.697,,,,-0.7493
-0.1805,,,-0.3408,,,percussive / minimal / vocal,percussive,-0.92067,-1.12016,53517873,,-0.3001,-0.8009,,,-0.8185,-0.8244,,,
,,,,,-0.3993,minimal / punchy / dreamy,minimal,-1.02772,-0.88545,195874776,-0.3507,-0.0465,-0.3598,,,-0.4091,,,-0.2742,
1.5884,,0.603,,,,percussive / warm / punchy,percussive,0.64739,0.33188,104805560,,,,,0.3993,,0.7652,0.4057,0.6963,
0.805,0.6756,,0.5464,,,minimal / instrumental / percussive,minimal,0.46142,0.13391,257657728,,1.1228,0.8056,0.4942,,,,,,
0.9713,,,,,,percussive / driving / punchy,percussive,-0.02058,-0.57405,133012178,-0.4116,-0.3581,-0.436,-0.2421,,,,,-0.3075,
,,,,,,punchy / dark / warm,punchy,-0.52207,-0.7338,240338456,,-0.3454,,,-0.0704,-0.3542,-0.239,-0.5547,0.2252,
,,,,1.5482,1.456,instrumental / hypnotic / atmospheric,instrumental,1.07182,1.30646,60720536,1.681,,1.9696,,,,,1.7289,,1.6855
,,,,-0.1192,,punchy / dark / warm,punchy,0.07175,-0.36708,239220700,,,,-0.0345,0.2324,0.0981,0.2159,,0.9411,
,,,,2.3261,2.1114,deep / instrumental / intense,deep,1.7983,1.59761,244173325,,,2.6667,2.1432,,2.8524,,,,2.2396
-0.1637,,,,,-0.614,minimal / warm / percussive,minimal,-0.85711,-0.6043,190210466,-0.6695,0.0779,,,,,0.0435,,-0.5445,
,0.3768,0.1427,0.5627,,0.4757,instrumental / driving / vocal,instrumental,0.15735,0.06437,107499188,,,0.6992,0.6624,,,,,,
1.5198,1.2959,1.5192,,1.7858,,punchy / intense / percussive,punchy,1.51137,0.39812,195211535,,,,,1.3485,,,,1.8431,
0.3407,1.0149,0.4857,,,,warm / raw / driving,warm,0.33786,0.41478,121480716,,,,0.599,,,1.3069,,0.3044,
0.5187,,-0.7935,,-0.8827,-0.7624,percussive / piano / euphoric,percussive,-0.86458,-1.0869,240721763,-1.0724,,,,,,,,-1.2139,
,,,,,-0.5826,punchy / deep / dark,punchy,-1.00784,-1.24834,198458033,,-0.5403,,,-0.0825,0.139,,-0.7146,0.5658,
,,,,,0.9515,minimal / dreamy / atmospheric,minimal,0.51288,0.81538,182885799,1.5042,1.5157,1.0977,,,,0.8933,,,1.2105
,,,0.5557,,0.4444,minimal / dreamy / instrumental,minimal,-1.13018,-0.24353,187647901,1.0431,1.0999,0.8049,,,0.4306,,,,
,,,,,-0.4477,minimal / dreamy / hypnotic,minimal,-2.03851,-0.61584,250183478,0.1383,0.3046,,,,-0.4224,,-0.1829,,-0.5978
,,,,0.9075,,punchy / deep / driving,punchy,0.98936,0.06689,229340932,,,,0.949,0.787,1.2232,,,2.0309,0.6117
1.1285,1.7894,0.8352,1.513,,1.8532,piano / raw / vocal,piano,0.2562,0.28463,42141415,,,1.1272,,,,,,,
,0.1424,,,,1.3811,piano / instrumental / dreamy,piano,-1.38438,-0.90852,69211201,0.4243,0.1126,0.5274,,,0.2683,,,,
,-0.3,,,,-0.3192,minimal / dreamy / instrumental,minimal,-1.10596,-0.97448,267143357,-0.2105,-0.1396,-0.2919,-0.394,,,,,,
,-0.4003,,,,0.4806,piano / minimal / dreamy,piano,-1.51817,-0.74236,47185084,0.0128,0.2387,-0.0568,,,-0.4266,,,,
,,,,,0.6282,minimal / warm / piano,minimal,-0.32923,0.32873,92615271,0.559,0.9046,0.4606,,,,0.7731,0.4534,,
,-0.2423,,0.425,,,dreamy / vocal / instrumental,dreamy,-0.98257,-0.43576,188176610,0.6195,-0.242,-0.115,,,,,,,-0.1544
,,,,,1.0037,instrumental / deep / minimal,instrumental,0.12355,0.40947,205118082,0.745,1.2962,1.9353,,,1.391,,0.7056,,
-0.3589,0.3752,,,,,raw / minimal / warm,raw,-0.87708,-0.66192,73616188,,-0.1945,-0.4641,-0.589,,,-0.2355,,,
,,,,,0.7735,minimal / piano / dreamy,minimal,-0.96191,-0.20669,80740175,0.7346,1.6328,0.7159,,,0.4812,,0.5374,,
0.3122,,0.4302,,0.4827,,deep / punchy / intense,deep,0.34589,0.24639,75125177,,,,,,0.8002,,,0.6638,0.3562
-0.515,-0.8349,,-0.4966,,,vocal / percussive / raw,vocal,-1.17262,-1.44209,231889328,,,-1.1099,,-0.9837,-0.9079,,,,
,,,-0.5346,,0.4069,piano / vocal / minimal,piano,-1.23689,-0.70183,156453739,-0.5479,-0.5383,,,,,-0.7059,,-0.6724,
,0.6341,,0.5078,,,raw / vocal / dreamy,raw,-0.79208,-0.50323,218622265,-0.1052,-0.3053,-0.1423,,,,-0.3847,,,
,,,,,-0.7138,dreamy / piano / minimal,dreamy,-1.33121,-1.38006,14322201,-0.539,-0.7783,-0.8539,,,-1.077,,,-1.1103,
,,,,0.731,,punchy / dark / hypnotic,punchy,0.45875,0.14758,460670,,0.7884,,,0.9086,,,0.7969,1.1159,0.7592
,,,,,0.8807,deep / dark / instrumental,deep,-0.16786,0.2495,196160536,0.8415,0.887,0.965,,0.9758,1.809,,,,
,1.0461,,0.9741,,,instrumental / raw / vocal,instrumental,-0.9896,-0.13228,65742104,0.7063,,1.1476,,,0.6155,,,,0.0672
,,,0.263,,0.4663,dreamy / warm / minimal,dreamy,-0.88892,0.62273,91140729,0.9433,0.7315,0.6961,,,,0.9259,,,
,,,,,,minimal / deep / instrumental,minimal,-0.46645,-0.4126,150822548,-0.003,1.0615,0.1498,,,0.3411,,,0.0294,-0.0328
,,,0.5717,,1.3683,piano / dreamy / minimal,piano,-1.27054,0.04494,3795983,1.299,1.2977,1.0983,,,0.6612,,,,
,,,1.0144,,0.8386,dreamy / driving / atmospheric,dreamy,0.04085,0.73196,78296739,1.2184,,,1.1322,,0.7072,,,,1.0275
,1.0016,,0.9584,,0.942,instrumental / dreamy / raw,instrumental,-0.53759,-0.04747,101191170,1.0197,0.8826,1.4511,,,,,,,
,1.2981,,1.508,,,instrumental / vocal / raw,instrumental,-0.42606,0.04655,15810208,1.1359,0.7563,1.5333,,,0.8706,,,,
,,,,,-0.5506,punchy / deep / minimal,punchy,-0.87919,-0.84207,46120130,,-0.3829,,,-0.4854,-0.0657,-0.6587,,0.0953,
,,,,,,deep / dreamy / atmospheric,deep,0.31622,1.10917,136168023,1.9343,1.5538,1.4472,,,2.1882,,1.3906,,1.7934
,,,,,1.2118,driving / instrumental / atmospheric,driving,0.62959,1.03871,117333681,1.3703,,1.4814,1.5957,1.2035,,,,,1.3744
,,,0.1061,,0.4764,minimal / instrumental / piano,minimal,-0.85727,-0.69882,93350976,0.3923,0.7374,0.6171,,,-0.1982,,,,
,,0.3864,,,1.197,instrumental / piano / minimal,instrumental,0.00923,0.09094,184485899,0.3911,0.9301,1.3043,,,,,0.4311,,
,1.7939,,1.0604,,1.5993,minimal / raw / instrumental,minimal,-0.72267,-0.01965,218281431,1.4845,1.8534,1.685,,,,,,,
,,,,,2.0384,piano / dreamy / instrumental,piano,-0.33383,0.2091,156801708,1.8535,1.3901,1.4298,,,0.5752,,,,0.9614
,2.0149,,,,2.0558,atmospheric / dreamy / piano,atmospheric,0.89156,1.71341,2503670,2.1988,,,1.9208,,,,1.8368,,2.2643
0.9555,,1.0687,,,,warm / euphoric / percussive,warm,0.35859,0.70986,199054687,,0.3988,0.2115,0.4973,,,1.1736,,,
,,,,,0.2012,instrumental / dreamy / minimal,instrumental,-0.41546,-0.10186,70326192,0.8957,0.8539,0.9988,0.6273,,0.8254,,,,
1.9983,,0.1525,,,-0.8612,percussive / euphoric / deep,percussive,-0.41192,-0.86624,203231355,,,,,,-0.567,,-0.9216,,-0.7098
1.157,,0.1947,,,,percussive / minimal / warm,percussive,0.12829,0.2716,140690510,,0.6509,0.3375,,,,0.5015,0.2079,,
-0.6194,0.2393,,,,,raw / warm / minimal,raw,-1.13824,-0.87055,133735396,,-0.4776,-0.8366,,,-0.7838,-0.4647,,,
,,,,-0.4648,-0.5137,punchy / deep / intense,punchy,-0.42938,-1.19218,40288673,,,-0.5168,,-0.607,0.2399,,,1.1106,
,,,-0.3644,,-0.3139,minimal / dreamy / instrumental,minimal,-1.40282,-0.47775,168594406,0.0178,0.0832,-0.0154,,,-0.1132,,,,
,1.3859,1.3786,0.5556,,,warm / raw / euphoric,warm,-0.08849,1.24587,72719767,0.6577,,0.8423,,,,1.7013,,,
,0.5898,0.9671,,0.7052,,driving / warm / euphoric,driving,0.47521,0.79687,44267204,,,0.7382,1.3066,,,1.0474,,,
,,,1.4979,,1.6576,dreamy / atmospheric / warm,dreamy,-0.13812,1.78618,34850702,2.3882,1.5073,,,,,1.8794,,,1.9135
,1.5665,,,,1.0453,instrumental / raw / piano,instrumental,-0.54497,-0.04181,71434698,1.013,0.9987,2.0357,,,0.9101,,,,
,,,,,1.2303,instrumental / punchy / piano,instrumental,0.27666,0.41083,204353697,,1.0656,1.5635,1.0225,,1.0253,,,1.2471,
1.5525,1.5482,1.0925,,,,warm / percussive / raw,warm,0.56653,0.97484,205125776,,0.887,,,,,1.7651,,0.7334,
,,,,,1.8323,piano / minimal / instrumental,piano,-0.41803,-0.09361,114242556,0.7285,1.6127,1.005,,,0.3764,,0.4964,,
,,,,,0.4682,piano / instrumental / warm,piano,-0.53178,-0.03437,247424249,,0.0536,0.2622,,,0.1601,0.2265,,-0.0031,
0.9258,,,,,,percussive / punchy / minimal,percussive,0.34481,-0.12494,39174912,0.0375,0.8141,,0.0373,,,0.3311,,0.869,
0.425,,,,,,warm / punchy / percussive,warm,0.07828,0.14384,104987639,,0.09,-0.0789,,,-0.049,1.0892,,0.5975,
0.0928,,,,,,minimal / percussive / warm,minimal,-0.76195,-0.62564,193261988,-0.7034,0.6514,,,,,-0.0047,-0.5528,-0.0229,
,,,-0.0592,,0.2671,minimal / dreamy / piano,minimal,-1.13237,-0.29247,21689529,0.3089,0.7575,0.1159,,,,0.0648,,,
0.2621,1.1922,0.5321,,,0.8094,raw / piano / euphoric,raw,-0.2565,0.13502,263906631,,0.2933,,,,,,0.2275,,
,,,0.1751,,,minimal / instrumental / driving,minimal,-0.08715,-0.06525,222922069,0.1906,0.7606,0.6744,0.4921,,,,,,0.0164
,0.8718,,1.1738,,0.5633,vocal / raw / piano,vocal,-1.17916,-0.96336,189083757,0.4248,-0.1388,0.3017,,,,,,,
0.1716,,,,,,percussive / dreamy / minimal,percussive,-1.12353,-0.57772,104093663,0.0109,-0.2353,,,,-0.4947,,-0.4498,,-0.4018
,,,1.2107,,0.8789,instrumental / vocal / dreamy,instrumental,-0.58066,0.30232,121860780,1.2027,1.1869,1.3848,,,0.7767,,,,
,1.5321,,1.9155,,,vocal / raw / dreamy,vocal,-0.13269,0.81267,249421267,1.2533,,0.9907,0.9833,,,0.7979,,,
,,,,,0.1469,minimal / dreamy / instrumental,minimal,-1.07006,0.05578,195662692,0.7963,0.937,0.3894,,,,0.3652,0.2745,,
,,0.8665,,,,deep / hypnotic / atmospheric,deep,0.00185,0.80137,77485440,0.9801,,,,0.9455,1.7032,,1.3843,,1.0673
,,,,,1.3955,punchy / piano / deep,punchy,0.5818,0.31208,158084342,,,0.9403,1.0754,0.9315,1.3423,,,1.4026,
,,,,,,minimal / deep / instrumental,minimal,-0.92935,-0.61147,243757096,-0.1271,0.4224,0.0135,,,0.1658,,-0.2085,,-0.1929
,0.9236,,0.8662,,,raw / vocal / instrumental,raw,-0.75494,-0.24271,6108062,0.335,0.5147,0.6772,,,0.3529,,,,
,0.9936,,1.2307,,,minimal / instrumental / vocal,minimal,0.54042,0.34771,11289717,0.9367,1.7354,1.6419,,,,,,,0.9143
,,,,,1.0981,piano / minimal / dreamy,piano,-0.90436,0.12986,224202449,0.6846,1.0132,0.5984,,,0.4552,,,,0.4997
,,,,,1.1447,deep / instrumental / driving,deep,0.05576,0.092,38657328,,,1.2803,1.2293,0.9665,1.3699,,,,1.1053
,1.3371,,0.9257,,0.6148,raw / vocal / piano,raw,-0.80837,-0.52297,174852176,0.053,,0.2886,,,-0.0312,,,,
,1.0561,,0.4608,,0.4057,instrumental / minimal / raw,instrumental,-0.59892,-0.77752,105395224,0.3596,1.0662,1.2271,,,,,,,
,1.1895,,1.1424,,,dreamy / instrumental / raw,dreamy,0.3419,0.76463,117059547,1.442,,1.2608,1.0831,,,0.7345,,,
,,,,1.4278,1.0592,instrumental / intense / dreamy,instrumental,0.72201,0.59084,7107038,1.3293,,1.5019,,,1.2181,,,,1.2735
,1.1303,,0.8144,,,deep / dreamy / raw,deep,-0.73551,0.41181,206085055,1.3354,,0.9565,,,1.4347,,,,0.8997
,,,,,-0.0961,deep / dreamy / atmospheric,deep,-0.90971,-0.64693,71550410,0.2345,0.13,-0.0742,,,0.6629,,,,0.1646
,,,,0.5917,0.8912,deep / punchy / instrumental,deep,0.34807,-0.4863,16623275,,,0.9738,,0.4647,1.7584,,,1.325,
0.4269,-0.2628,-0.1853,,,,percussive / warm / euphoric,percussive,-1.10204,-0.10321,78445011,-0.2858,-0.432,,,,,0.1615,,,
,1.1976,1.3772,,1.1359,1.4193,piano / euphoric / driving,piano,0.73639,0.72006,57307831,,,0.8995,1.2541,,,,,,
,,,0.9118,,1.7666,piano / instrumental / dreamy,piano,-0.85595,0.29049,3545257,1.2276,0.8596,1.3066,,,,,0.7329,,
0.4941,-0.0162,-0.2304,-1.0877,-0.6887,,percussive / raw / euphoric,percussive,-1.01389,-1.38986,214054328,,,,,,,,,,-1.3426
,,,,,1.3238,piano / instrumental / dreamy,piano,-0.37229,0.18607,29171273,1.252,1.0743,1.3162,0.1962,,,,,,0.2588
,,,,,-0.5066,minimal / instrumental / dreamy,minimal,-1.24911,-0.67685,13131936,-0.3455,0.1557,-0.3327,,,-0.5895,-0.3634,,,
,,,0.9266,,1.4605,instrumental / piano / dreamy,instrumental,0.1032,0.19787,140084663,1.4156,1.3984,1.5588,1.0569,,,,,,
,,,,,0.6369,piano / minimal / dreamy,piano,-0.58079,-0.24722,191075734,0.3203,0.4555,-0.0116,,,,-0.1548,0.1572,,
,1.6692,,1.7709,,,vocal / raw / driving,vocal,0.04119,0.69606,37956990,1.0069,,0.9117,1.0943,1.092,,,,,
,1.639,,1.4382,,0.0314,raw / vocal / instrumental,raw,-0.40155,-0.26557,267282143,0.3841,,0.3986,0.2307,,,,,,
1.3862,1.8027,1.2409,0.9219,0.461,,raw / percussive / euphoric,raw,0.05527,0.4589,186017491,,,,0.2558,,,,,,
0.5702,0.8402,0.4553,,,,warm / raw / driving,warm,0.27673,0.41224,6106746,,,0.5808,0.7206,,,0.8413,,,
,0.3365,,,,,instrumental / deep / minimal,instrumental,-0.10831,-0.39175,79553881,0.3584,0.8092,1.2982,0.6136,,0.8272,,,,
0.6473,-0.1911,,-0.3823,,,percussive / raw / vocal,percussive,-0.6531,-1.06867,63524419,,,-0.6752,,-0.8685,-0.7708,,,,
